,bin_centres,average_attention
356,183.25,0.001353034404308187
357,183.75,0.0014152762651416344
358,184.25,0.0014920291302768906
359,184.75,0.001460537292446421
360,185.25,0.0014605867206258817
361,185.75,0.0015401628501365932
362,186.25,0.0015138377057009984
363,186.75,0.0016322189513334302
364,187.25,0.0017850913015548073
365,187.75,0.0018860967451090477
366,188.25,0.0019450087098128147
367,188.75,0.0020391708193408724
368,189.25,0.001982103268272489
369,189.75,0.001843371996129797
370,190.25,0.001787851606874842
371,190.75,0.0017878961745805089
372,191.25,0.0017450045052995516
373,191.75,0.00171007951178326
374,192.25,0.0018400992134522383
375,192.75,0.0018862585955566548
376,193.25,0.0020245597313883765
377,193.75,0.001982632228930876
378,194.25,0.0021356330057320503
379,194.75,0.002197735966351425
380,195.25,0.0022885048955717277
381,195.75,0.0023914890336054254
382,196.25,0.0024592874298282586
383,196.75,0.0025067727646412353
384,197.25,0.002266875713126457
385,197.75,0.0023297751953235126
386,198.25,0.0019790951314211784
387,198.75,0.002179344362109843
388,199.25,0.002505369582564583
389,199.75,0.00189896429474684
390,200.25,0.0018073324750466412
391,200.75,0.0016494837133579395
392,201.25,0.0011999516836899635
393,201.75,0.0014068590893485222
394,202.25,0.0013194904180456224
395,202.75,0.001012412627885414
396,203.25,0.0009006985064369536
397,203.75,0.0008505287319290192
398,204.25,0.000990185613209201
399,204.75,0.0011730826960840283
400,205.25,0.0008332864294894948
401,205.75,0.0010377197275196624
402,206.25,0.0005529825559776544
403,206.75,0.000442658783096289
404,207.25,0.000326062175458954
405,207.75,0.0005521094136976816
406,208.25,0.000465542802637005
407,208.75,0.00029630933673897126
408,209.25,0.00019992310369954693
409,209.75,0.00019980622752132453
410,210.25,0.0002508963400657697
411,210.75,0.0002589464423474737
412,211.25,0.00018888088716880152
413,211.75,0.00012679789809516226
414,212.25,0.00012925462952674636
415,212.75,0.00010427121015339258
416,213.25,8.873226557464928e-05
417,213.75,8.24647957185246e-05
418,214.25,6.889828609926777e-05
419,214.75,7.58748977476167e-05
420,215.25,6.076291455846319e-05
421,215.75,6.460939342382025e-05
422,216.25,9.19876443598176e-05
423,216.75,5.920347524790268e-05
424,217.25,8.544975037162615e-05
425,217.75,6.145665945851162e-05
426,218.25,0.00010158768685114057
427,218.75,6.237500729098228e-05
428,219.25,3.705473013913486e-05
429,219.75,2.8812726814370605e-05
430,220.25,3.69937391341172e-05
431,220.75,5.729455917452958e-05
432,221.25,3.136933644403165e-05
433,221.75,3.399906070698309e-05
434,222.25,3.6202230221893615e-05
435,222.75,1.7042084926732222e-05
436,223.25,1.2970019803411043e-05
437,223.75,1.2308047698964773e-05
438,224.25,1.9404889583290334e-05
439,224.75,7.503847861076453e-05
440,225.25,1.1695981957701345e-05
441,225.75,1.849720751775248e-05
442,226.25,1.571697493658128e-05
443,226.75,1.5879192702004176e-05
444,227.25,8.59519239300726e-06
445,227.75,2.386222949549716e-06
446,228.25,4.560698360765275e-05
447,228.75,1.631265595548074e-05
448,229.25,2.3700218944451207e-06
449,229.75,2.4535220053240866e-06
450,230.25,1.6163670465445357e-05
451,230.75,2.145592603902418e-06
452,231.25,2.366400070415311e-06
453,231.75,5.355898845774463e-06
454,232.25,6.774956496166915e-05
455,232.75,6.093834423025428e-06
456,233.25,9.124167452551968e-06
457,233.75,4.518065110136081e-05
458,234.25,1.5538123109975416e-06
459,234.75,4.336845490188615e-05
460,235.25,6.624312615765731e-05
461,235.75,1.6802475784504577e-05
462,236.25,6.999639248820244e-06
463,236.75,3.2920383856877684e-05
464,237.25,4.741616407527692e-05
465,237.75,0.00014315963722244727
466,238.25,0.00017905780480864257
467,238.75,0.0003913046690374018
468,239.25,0.0006090442772218322
469,239.75,0.0010327818610392247
470,240.25,0.0011013258680031633
471,240.75,0.0009092452408144362
472,241.25,0.0010144812695558885
473,241.75,0.0015146661413112938
474,242.25,0.001911293681731064
475,242.75,0.0020449452282032756
476,243.25,0.002408458930757704
477,243.75,0.0028135462025364825
478,244.25,0.0032455114027367294
479,244.75,0.003961506417396959
480,245.25,0.0048918498403114396
481,245.75,0.006273428250213061
482,246.25,0.006750430269570005
483,246.75,0.006220887151608585
484,247.25,0.0053228416249406696
485,247.75,0.003978587861356173
486,248.25,0.0030089144092873554
487,248.75,0.0025088817873636232
488,249.25,0.0023835815506757156
489,249.75,0.0020146005115690086
490,250.25,0.0017368484161323571
491,250.75,0.0014873020172982137
492,251.25,0.0013448422163414827
493,251.75,0.001335040596524867
494,252.25,0.0011167806330779429
495,252.75,0.0009532598305924866
496,253.25,0.0007569012906437691
497,253.75,0.0007447404892839865
498,254.25,0.0007278378758558738
499,254.75,0.0007188349184974866
500,255.25,0.0005535290565645452
501,255.75,0.0004527657090306158
502,256.25,0.00030191494583572335
503,256.75,0.00016489212795702096
504,257.25,8.027388645969656e-05
505,257.75,6.971797981985397e-05
506,258.25,8.340611955291697e-05
507,258.75,6.676820763586649e-05
508,259.25,6.722139909741732e-05
509,259.75,6.576584873571308e-05
510,260.25,4.349838482598216e-05
511,260.75,7.753768786354323e-06
512,261.25,2.463886924558931e-06
513,261.75,2.3878799166276476e-06
514,262.25,4.627448824379291e-06
515,262.75,6.2738430535468e-06
516,263.25,1.0135854696633204e-05
517,263.75,2.046338289666015e-05
518,264.25,1.8703923399288894e-05
519,264.75,1.2398690741590398e-05
520,265.25,1.746852023508903e-05
521,265.75,9.457241833944674e-06
