,bin_centres,average_attention
541,275.75,3.605245805544223e-06
542,276.25,5.981341753896044e-06
543,276.75,3.7558123197203865e-05
544,277.25,5.939876506056198e-05
545,277.75,0.00010621102092085084
546,278.25,0.0002254295029828456
547,278.75,0.0005042004096754261
548,279.25,0.0005304632431240705
549,279.75,0.0003461445270664532
550,280.25,0.00025562594586276847
551,280.75,0.0001494222946451273
552,281.25,6.483246958515604e-05
553,281.75,2.499955751308371e-05
554,282.25,1.6029340000217168e-05
555,282.75,1.5742867913591808e-05
556,283.25,1.8291894698189174e-05
557,283.75,2.0901618863659373e-05
558,284.25,2.272135979394388e-05
559,284.75,2.4786347878447274e-05
560,285.25,2.925084380643213e-05
561,285.75,3.5546293117359894e-05
562,286.25,4.2736843350687684e-05
563,286.75,5.1836626476318944e-05
564,287.25,6.389074631068345e-05
565,287.75,8.029127856499648e-05
566,288.25,0.00010377876137808331
567,288.75,0.00013415571111693094
568,289.25,0.00016943914924808816
569,289.75,0.0002123329013017031
570,290.25,0.00024486607954890094
571,290.75,0.00026793222120145084
572,291.25,0.00029755872394444385
573,291.75,0.00035476330017658
574,292.25,0.0004915709181656589
575,292.75,0.0006826168702911568
576,293.25,0.0009543129970482661
577,293.75,0.0012443138526168351
578,294.25,0.001285539653194309
579,294.75,0.001089306342966864
580,295.25,0.0007290289374860949
581,295.75,0.00046951216464964884
582,296.25,0.00033763642316938716
583,296.75,0.00025010248769516196
584,297.25,0.00018539667848062072
585,297.75,0.00014061336983985909
586,298.25,0.00011638705273144703
587,298.75,0.00012143234603442266
588,299.25,0.00013131753181747143
589,299.75,8.667902142814577e-05
590,300.25,0.00015912474622587663
591,300.75,6.76248960572208e-05
592,301.25,0.0001347344464195942
593,301.75,0.00011675360835239255
594,302.25,0.00016618681526323653
595,302.75,0.0001880776364281517
596,303.25,0.0001597542307451447
597,303.75,0.0001222611728080241
598,304.25,2.5674939946008344e-05
599,304.75,7.772762565002975e-05
600,305.25,0.00034448460113228354
601,305.75,0.00046284403539908505
602,306.25,0.00026700539607352577
603,306.75,0.00011595198766798032
604,307.25,7.272198160518785e-05
605,307.75,0.0001713522500824232
606,308.25,0.0004954993769078994
607,308.75,0.0003494212761724223
608,309.25,9.990360333525388e-05
609,309.75,3.2824263272862085e-05
610,310.25,2.3063715465339124e-05
611,310.75,2.4238979574257095e-05
612,311.25,3.384177566320083e-05
613,311.75,5.288955793190068e-05
614,312.25,6.474568190300104e-05
615,312.75,7.4199239778389e-05
616,313.25,0.0001051987448288636
617,313.75,0.00012084694520023773
618,314.25,0.00011930652077641698
619,314.75,0.00011327672959488782
620,315.25,0.00011059189982581423
621,315.75,0.00010826927817467626
622,316.25,0.00011607792946763134
623,316.75,0.0001240572321035242
624,317.25,0.00013302620189182139
625,317.75,0.00014951519573697713
626,318.25,0.00017110253440706828
627,318.75,0.0001974296862097659
628,319.25,0.0002293114475951567
629,319.75,0.00027218956249615056
630,320.25,0.00032448877311121995
631,320.75,0.00038412729288981933
632,321.25,0.0004524788134715108
633,321.75,0.0005430266235105501
634,322.25,0.0006501043330779572
635,322.75,0.000764069648558082
636,323.25,0.0008851395140672119
637,323.75,0.0010279506249197003
638,324.25,0.0011525853868004368
639,324.75,0.001232524044483707
640,325.25,0.0012502659156175188
641,325.75,0.0012520142971904908
642,326.25,0.0012945693594463763
643,326.75,0.0013684158661658853
644,327.25,0.0013725655671570998
645,327.75,0.00122002789685221
646,328.25,0.0009663988610345932
647,328.75,0.0007559974131005671
648,329.25,0.0007616703828834302
649,329.75,0.0005099961470129598
650,330.25,0.000471562491269011
651,330.75,0.00045204926963509403
652,331.25,0.00040702338052581936
653,331.75,0.00038584491460688663
654,332.25,0.0003748527459852552
655,332.75,0.00036207785772341663
656,333.25,0.00035050530615341564
657,333.75,0.0003171995711423919
658,334.25,0.000286020585415264
659,334.75,0.00036734233511191765
660,335.25,0.00029258784863276516
661,335.75,0.0003052314018435812
662,336.25,0.0003091900523778165
663,336.75,0.00032362325515479854
664,337.25,0.0003429380165141698
665,337.75,0.0003449218530355994
666,338.25,0.00032904829247596486
667,338.75,0.0003185819694793193
668,339.25,0.00034116268104979197
669,339.75,0.0004039575255498798
670,340.25,0.0004536412974276171
671,340.75,0.000503180416686811
672,341.25,0.0005798842686303257
673,341.75,0.0007268544601050092
674,342.25,0.000967098927535052
675,342.75,0.0013634884332525568
676,343.25,0.0017273287937934413
677,343.75,0.001886649130762887
678,344.25,0.001885590258393224
679,344.75,0.0017545964833435455
680,345.25,0.0016836382423690687
681,345.75,0.0016175092405323393
682,346.25,0.0016776940657931554
683,346.75,0.00203866605378951
684,347.25,0.0019454150510328815
685,347.75,0.001480945988520169
686,348.25,0.0011788035878027127
687,348.75,0.0009215181356607051
688,349.25,0.0006162566298871759
689,349.75,0.00037407470606987483
690,350.25,0.00020992109046531667
691,350.75,0.00010589980148129568
692,351.25,4.4962919667104557e-05
693,351.75,1.8128403801691408e-05
694,352.25,9.359472992023813e-06
695,352.75,6.833781966290155e-06
696,353.25,5.922592455736163e-06
697,353.75,4.85133368179361e-06
698,354.25,3.5902250945418255e-06
699,354.75,2.6299648124449964e-06
700,355.25,2.093311311493467e-06
701,355.75,1.814559385120835e-06
702,356.25,1.6855534486225638e-06
703,356.75,1.815482022250396e-06
704,357.25,1.0804361002885656e-05
705,357.75,0.0002887386897479911
706,358.25,0.0016742477496329365
707,358.75,0.0010828617225445538
708,359.25,0.00034076258400056914
709,359.75,0.00013333631616039
710,360.25,6.26370839645725e-05
711,360.75,3.2860040458116804e-05
712,361.25,1.8381461688878513e-05
713,361.75,1.0753089271108587e-05
714,362.25,7.430495398424296e-06
715,362.75,6.805615503658751e-06
716,363.25,7.562060273725684e-06
717,363.75,8.986439558501988e-06
718,364.25,1.068270155089079e-05
719,364.75,1.244890127089941e-05
720,365.25,1.4386991318570494e-05
721,365.75,1.6281769648468288e-05
722,366.25,1.9162020224332114e-05
723,366.75,2.425430579414806e-05
724,367.25,3.2937992086770245e-05
725,367.75,4.5976935314897006e-05
726,368.25,6.360322694608391e-05
727,368.75,8.335820783601329e-05
728,369.25,0.00010322380187859408
729,369.75,0.00011543157734145494
730,370.25,0.00011296964637387072
731,370.75,9.705274729803519e-05
732,371.25,7.90028986742746e-05
733,371.75,6.670041963112922e-05
734,372.25,6.030440263195458e-05
735,372.75,5.2841689023286266e-05
736,373.25,4.893933728197655e-05
737,373.75,4.6159332166123454e-05
738,374.25,4.6662889073743766e-05
739,374.75,5.2008460525643276e-05
740,375.25,6.32672491549873e-05
741,375.75,7.500206610096437e-05
742,376.25,8.376018014548234e-05
743,376.75,8.42191376924369e-05
744,377.25,7.809127416586699e-05
745,377.75,7.396627848657267e-05
746,378.25,7.937923917584902e-05
747,378.75,0.00010492358972941089
748,379.25,0.00013314707688380874
749,379.75,0.00013974979564709088
750,380.25,0.00011776866522815604
751,380.75,8.221458761226849e-05
752,381.25,5.045671944317379e-05
753,381.75,3.0042883579947294e-05
754,382.25,4.1870174729330584e-05
755,382.75,7.715647913534389e-05
756,383.25,1.0025036460531964e-05
757,383.75,4.874966768497959e-06
758,384.25,4.634265495413223e-06
759,384.75,5.816770155083085e-06
760,385.25,3.537530454172757e-05
761,385.75,0.00026541893228862896
762,386.25,0.0005043435698961762
763,386.75,0.0004439635355998967
764,387.25,0.0003544510682660834
765,387.75,0.00036417309458253866
766,388.25,0.000431493032485173
767,388.75,0.0003214298239071999
768,389.25,0.00010494192734587992
769,389.75,2.8645736545654523e-05
770,390.25,1.318092566203533e-05
771,390.75,1.1695616135592764e-05
772,391.25,1.3930333986769441e-05
773,391.75,2.5005456913884666e-05
774,392.25,9.916994147214949e-05
775,392.75,0.0009840465713516712
776,393.25,0.001364358954264998
777,393.75,0.0006351078962919446
778,394.25,0.0004583458001761417
779,394.75,0.00037347608099623226
780,395.25,0.0003218948993040988
781,395.75,0.00030958572727780956
782,396.25,0.0002622827492741051
783,396.75,0.0001894183948089208
784,397.25,0.0001299864654524616
785,397.75,8.452736150740397e-05
786,398.25,4.858810863297273e-05
787,398.75,2.673012513866186e-05
788,399.25,1.6539171024628946e-05
789,399.75,1.1672861524469514e-05
790,400.25,1.0202285629209624e-05
791,400.75,1.0367137399525638e-05
792,401.25,1.1391277801023082e-05
793,401.75,1.251391692722684e-05
794,402.25,1.331948811592705e-05
795,402.75,1.2882080040181364e-05
796,403.25,1.2827105472806508e-05
797,403.75,1.2291097591029634e-05
798,404.25,1.1165229510549382e-05
799,404.75,9.506344922995546e-06
800,405.25,8.460267242664035e-06
801,405.75,6.964371306780048e-06
802,406.25,5.6684720767108215e-06
803,406.75,4.9720785584171296e-06
804,407.25,3.993696593166643e-06
805,407.75,3.446413151836342e-06
806,408.25,3.1937786439377696e-06
807,408.75,2.912724095967186e-06
808,409.25,2.7471551864893093e-06
809,409.75,3.038239280743401e-06
810,410.25,3.240227693274504e-06
811,410.75,3.651763107261103e-06
812,411.25,3.846336449396684e-06
813,411.75,4.103232911863252e-06
814,412.25,4.335364537816102e-06
815,412.75,4.16838695213936e-06
816,413.25,3.884549266719043e-06
817,413.75,3.3837562729568507e-06
818,414.25,2.7483047215922794e-06
819,414.75,2.205072166525855e-06
820,415.25,1.8587564354803593e-06
821,415.75,2.0181010821227754e-06
822,416.25,4.667712784395299e-05
823,416.75,9.556556705126464e-05
824,417.25,3.319564309008463e-06
825,417.75,2.10893486056243e-06
826,418.25,1.9923124867887843e-06
827,418.75,1.953785324980649e-06
828,419.25,1.9208930765943228e-06
829,419.75,1.985008525718312e-06
830,420.25,2.1090938360191386e-06
831,420.75,2.3339173545751314e-06
